181^Mighty Morphin Power Rangers: The Movie (1995)^Power up with six incredible teens who out-maneuver and defeat evil everywhere as the Mighty Morphin Power Ranger, But this time the Power Rangers may have met their match, when they face off with the most sinister monster the galaxy has ever seen.^92 minutes^March 13, 2001^1995^English ^Action|Children ^Amy Jo Johnson|Jason David Frank|David Yost|Johnny Yong Bosch|Steve Cardenas|Karan Ashley|Paul Schrier|Jason Narvy|Paul Freeman|Gabrielle Fitzpatrick|Jamie Croft|Peter Mochrie|Amy Jo Johnson|Jason David Frank|David Yost|Johnny Yong Bosch|Steve Cardenas ^Bryan Spicer 
183^Mute Witness (1994)^Billy is mute, but it hasn't kept her from becoming a successful makeup artist. While in Russia, working on a film directed by her sister's boyfriend, Andy, Billy finds herself trapped in the studio one night and is horrified to see a snuff film being made. Billy escapes and, with the help of her sister, Kate, alerts authorities about what she saw. Unfortunately, in doing so, she makes an enemy of the Russian mafia, who funded the snuff film.^95 minutes^August 26, 2003^1995^Pусский|English ^Comedy|Horror|Thriller ^Marina Sudina|Fay Ripley|Evan Richards|Igor Volkov|Sergei Karlenkov|Alec Guinness|Aleksandr Pyatkov|Nikolai Pastukhov|Aleksandr Bureyev|Yuriy Sherstnyov|Denis Karasyov|Olga Tolstetskaya|Oleg Yankovskiy|Marina Sudina|Fay Ripley|Evan Richards|Igor Volkov|Sergei Karlenkov ^Anthony Waller 
184^Nadja (1994)^This ultra-hip, post-modern vampire tale is set in contemporary New York City. Members of a dysfunctional family of vampires are trying to come to terms with each other, in the wake of their father's death. Meanwhile, they are being hunted by Dr. Van Helsing and his hapless nephew. As in all good vampire movies, forces of love are pitted against forces of destruction.^93 minutes^April 30, 2002^1994^Deutsch|English ^Drama ^Elina Löwensohn|Peter Fonda|David Lynch|Suzy Amis|Jared Harris|Martin Donovan|Elina Löwensohn|Peter Fonda|David Lynch|Suzy Amis|Jared Harris ^Michael Almereyda 
185^Net, The (1995)^Angela Bennett is a freelance software engineer who lives in a world of computer technology. When a cyber friend asks Bennett to debug a new game, she inadvertently becomes involved in a conspiracy that will soon turn her life upside down. While on vacation in Mexico, her purse is stolen. She soon finds that people and events may not be what they seem as she becomes the target of an assassination. Her vacation is ruined. She gets a new passport at the U.S. Embassy in Mexico but it has the wrong name, Ruth Marx. When she returns to the U.S. to sort things out, she discovers that Ruth Marx has an unsavory past and a lengthy police record. To make matters worse, another person has assumed her real identity ...^114 minutes^April 2, 2002^1995^English|Español ^Action|Crime|Thriller ^Sandra Bullock|Jeremy Northam|Dennis Miller|Wendy Gazelle|Ken Howard|Diane Baker|Ray McKinnon|Daniel Schorr|L. Scott Caldwell|Robert Gossett|Kristina Krofft|Tony Perez|Gene Kirkwood|Christopher Darga|Charles Winkler|Julia Pearlstein|Rick Snyder|Gerald Berns|Tannis Benedict|Vaughn Armstrong|Wren T. Brown|Lynn Blades|Israel Juarbe|Julia Vera|Lewis Dix Jr.|Lili Flanders|Adam Winkler|Brian E. Frankish|Wanda-Lee Evans|David Winkler|Andrew Amador|Juan García|Sandra Bullock|Jeremy Northam|Dennis Miller|Wendy Gazelle|Ken Howard ^Irwin Winkler 
186^Nine Months (1995)^When he finds out his longtime girlfriend is pregnant, a commitment-phobe realizes he might have to change his lifestyle for better or much, much worse.^103 minutes^April 17, 2001^1995^English|Pусский ^Comedy|Romance ^Hugh Grant|Julianne Moore|Tom Arnold|Joan Cusack|Jeff Goldblum|Robin Williams|Mia Cottet|Joey Simmrin|Ashley Johnson|Alexa PenaVega|Aislin Roche|Priscilla Alden|Edward Ivory|James Brady|Charles Martinet|Emily Yancy|Kristin Davis|Betsy Monroe|Zelda Williams|Anna Barnathan|Cheryl Lee Thorup|Violet Columbus|Irene Columbus|Hugh Grant|Julianne Moore|Tom Arnold|Joan Cusack|Jeff Goldblum ^Chris Columbus 
187^Party Girl (1995)^Although Mary has little income, she still finds ways to spend her nights at clubs. After being arrested for throwing an illegal rave, she asks her aunt Judy for bail money. Judy then finds Mary a job at her library so that Mary can repay her. Initially, Mary finds the job as a clerk boring and stifling, and prefers to get to know a street food vendor whom she likes. However, Mary must refocus her life once she loses her job and apartment.^94 minutes^December 10, 2002^1995^English ^Comedy ^Parker Posey|Liev Schreiber|Anthony DeSando|Guillermo Díaz|Donna Mitchell|Sasha von Scherler|Richard Topol|Simon Verhoeven|Parker Posey|Liev Schreiber|Anthony DeSando|Guillermo Díaz|Donna Mitchell ^Daisy von Scherler Mayer 
188^Prophecy, The (1995)^The angel Gabriel comes to Earth to collect a soul which will end the stalemated war in Heaven, and only a former priest and a little girl can stop him.^98 minutes^February 9, 1999^1995^English ^Fantasy|Horror|Mystery ^Christopher Walken|Elias Koteas|Virginia Madsen|Eric Stoltz|Adam Goldberg|Viggo Mortensen|Amanda Plummer|Shawn Nelson|Emily Conforto|Christopher Walken|Elias Koteas|Virginia Madsen|Eric Stoltz|Adam Goldberg ^Gregory Widen 
189^Reckless (1995)^On Christmas eve, a relentlessly cheerful woman escapes from the killers hired by her husband, and embarks on a series of strange encounters.^91 minutes^ ^1995^English ^Comedy|Fantasy ^Mia Farrow|Tony Goldwyn|Scott Glenn|Mary-Louise Parker ^Norman René 
190^Safe (1995)^Carol, a typical upper middle-class housewife, begins to complain of vague symptoms of illness. She 'doesn't feel right,' has unexplained headaches, congestion, a dry cough, nosebleeds, vomiting, and trouble breathing. Her family doctor treats her concerns dismissively and suggests a psychiatrist. Eventually, an allergist tells her that she has Environmental Illness.^119 minutes^August 21, 2001^1995^English ^Thriller ^Julianne Moore|Xander Berkeley|Dean Norris|Peter Friedman|Kate McGregor-Stewart|James Le Gros|Jessica Harper|Beth Grant|Julie Burgess|Ronnie Farer|Jodie Markell|Susan Norman|Brandon Cruz|Julianne Moore|Xander Berkeley|Dean Norris|Peter Friedman|Kate McGregor-Stewart ^Todd Haynes 
191^Scarlet Letter, The (1995)^Set in puritanical Boston in the mid 1600s, the story of seamstress Hester Prynne, who is outcast after she becomes pregnant by a respected reverend. She refuses to divulge the name of the father, is 'convicted' of adultery and forced to wear a scarlet 'A' until an Indian attack unites the Puritans and leads to a reevaluation of their laws and morals.^135 minutes^June 4, 2002^1995^English ^Drama|Romance ^Demi Moore|Gary Oldman|Robert Duvall|Robert Prosky|Edward Hardwicke|Joan Plowright|Roy Dotrice|Larissa Laskin|Amy Wright|Dana Ivey|Lisa Andoh|Demi Moore|Gary Oldman|Robert Duvall|Robert Prosky|Edward Hardwicke ^Roland Joffé 
193^Showgirls (1995)^A young drifter named Nomi arrives in Las Vegas to become a dancer and soon sets about clawing and pushing her way to become a top showgirl.^128 minutes^July 27, 2004^1995^English ^Drama ^Elizabeth Berkley|Kyle MacLachlan|Gina Gershon|Glenn Plummer|Robert Davi|Alan Rachins|Gina Ravera|Lin Tucci|Greg Travis|Al Ruscio|Patrick Bristow|William Shockley|Bobbie Phillips|Dewey Weber|Rena Riffel|Michelle Johnston|Lisa Boyle|Jack McGee|Caroline Key Johnson|Julie Pop|Jacob Witkin|Kristen Knittle|Carrie Ann Inaba|Elizabeth Berkley|Kyle MacLachlan|Gina Gershon|Glenn Plummer|Robert Davi ^Paul Verhoeven 
194^Smoke (1995)^Writer Paul Benjamin is nearly hit by a bus when he leaves Auggie Wren's smoke shop. Stranger Rashid Cole saves his life, and soon middle-aged Paul tells homeless Rashid that he wouldn't mind a short-term housemate. Still grieving over his wife's murder, Paul is moved by both Rashid's quest to reconnect with his father and Auggie's discovery that a woman who might be his daughter is about to give birth.^112 minutes^March 4, 2003^1995^English ^Comedy|Drama ^Harvey Keitel|William Hurt|Giancarlo Esposito|José Zúñiga|Stephen Gevedon|Jared Harris|Harold Perrineau|Forest Whitaker|Stockard Channing|Ashley Judd|Victor Argo|Michelle Hurst|Erica Gimpel|Malik Yoba|Harvey Keitel|William Hurt|Giancarlo Esposito|José Zúñiga|Stephen Gevedon ^Wayne Wang|Paul Auster 
195^Something to Talk About (1995)^In one of her best-ever roles, Julia Roberts is Grace, whose reaction to the infidelities of Eddie (Dennis Quaid) turns the lives and loves of the people around her into something like falling dominoes. Robert Duvall, Gena Rowlands, Kyra Sedgwick and others in 'the year's best ensemble of characters' (Jack Matthews, 'Newsday') co-star in this juicy, truthful story written by Callie Khouri^106 minutes^December 14, 1999^1995^English ^Comedy|Drama|Romance ^Julia Roberts|Dennis Quaid|Robert Duvall|Gena Rowlands|Kyra Sedgwick|Brett Cullen|Haley Aull|Muse Watson|Anne Shropshire|Ginnie Randall|Terrence Currier|Rebecca Koon|Rhoda Griffis|Deborah Hobart|Lisa Roberts Gillan|Libby Whittemore|Julia Roberts|Dennis Quaid|Robert Duvall|Gena Rowlands|Kyra Sedgwick ^Lasse Hallström 
196^Species (1995)^In 1993, the Search for Extra Terrestrial Intelligence Project receives a transmission detailing an alien DNA structure, along with instructions on how to splice it with human DNA. The result is Sil, a sensual but deadly creature who can change from a beautiful woman to an armour-plated killing machine in the blink of an eye.^108 minutes^October 19, 2004^1995^English ^Horror|Sci-Fi ^Natasha Henstridge|Ben Kingsley|Michael Madsen|Alfred Molina|Forest Whitaker|Michelle Williams|Marg Helgenberger|Jordan Lund|Herta Ware|William Utay|Don Fischer|Scott McKenna|Virginia Morris|Jayne Luke|David K. Schroeder|David Jensen|Esther Scott|Shirley Prestia|David Selburg|Melissa Bickerton|Lucy Rodriguez|Scott Sproule|Stogie Kenyatta|Gary Bullock|Susan Hauser|William Bumiller|Caroline Barclay|Matthew Ashford|Anthony Guidera|Sara Lise|Whip Hubley|Patricia Belcher|Richard Fancy|Leslie Ishii|Marliese Schneiderman|Robert Mendelson|Pamela Cook|Lisa Liberati|Ed Stone|Dendrie Taylor|Kurtis Burow|Dana Hee|Frank Welker|Justin Armao|Jellybean Benítez|Greg Bronson|Jimmy Chunga|James Ent|Roman Güttinger|Christopher Ivins|Zak Knutson|Coati Mundi|Jason Newell|Natasha Henstridge|Ben Kingsley|Michael Madsen|Alfred Molina|Forest Whitaker ^Roger Donaldson 
198^Strange Days (1995)^Set in the year 1999 during the last days of the old millennium, the movie tells the story of Lenny Nero, an ex-cop who now deals with data-discs containing recorded memories and emotions. One day he receives a disc which contains the memories of a murderer killing a prostitute. Lenny investigates and is pulled deeper and deeper in a whirl of blackmail, murder and rape. Will he survive and solve the case?^145 minutes^September 28, 1999^1995^English ^Action|Crime|Drama|Mystery|Sci-Fi|Thriller ^Ralph Fiennes|Angela Bassett|Tom Sizemore|Juliette Lewis|Vincent D'Onofrio|William Fichtner|Michael Wincott|Glenn Plummer|Brigitte Bako|Kelly Hu|Richard Edson|Josef Sommer|Joe Urla|Michael Jace|Ralph Fiennes|Angela Bassett|Tom Sizemore|Juliette Lewis|Vincent D'Onofrio ^Kathryn Bigelow 
199^Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)^This simple romantic tragedy begins in 1957. Guy Foucher, a 20-year-old French auto mechanic, has fallen in love with 17-year-old Geneviève Emery, an employee in her widowed mother's chic but financially embattled umbrella shop. On the evening before Guy is to leave for a two-year tour of combat in Algeria, he and Geneviève make love. She becomes pregnant and must choose between waiting for Guy's return or accepting an offer of marriage from a wealthy diamond merchant.^91 minutes^April 6, 2004^1964^Français ^Drama|Musical|Romance ^Catherine Deneuve|Nino Castelnuovo|Anne Vernon|Mireille Perrey|Marc Michel|Ellen Farner|Jean Champion|Pierre Caden|Jean-Pierre Dorat|Catherine Deneuve|Nino Castelnuovo|Anne Vernon|Mireille Perrey|Marc Michel ^Jacques Demy 
200^Tie That Binds, The (1995)^John Netherwood and his wife Leann are fugitives who are both wanted for murder. They have a young daughter named Janie and they want her back.^99 minutes^April 11, 2000^1995^English ^Thriller ^Daryl Hannah|Keith Carradine|Moira Kelly|Vincent Spano|Julia Devin|Ray Reinhardt|Barbara Tarbuck|Ned Vaughn|Kerrie Cullen|Bob Minor|George Marshall Ruge|Thomas Rosales| Jr.|Marquis Nunley|Carmen Argenziano|Cynda Williams|Bruce A. Young|Laura Lee|Jenny Gago|Jack Johnson|Melanie MacQueen|Laurie Lathem|Willie Garson|Greg Collins|Dana Gladstone|Jesse Hays|Andrea Sandahi|Chris Ellis|Coleen Maloney|Shawn Rowe|Melissa Hays|Steven Rosenbaum|Suzanne Krull|Kevin Bourland|Taylor Allbright|Gene Lythgow|Lynn Wanlass|Kenny Alexander|Benjamin Mouton|Dana Walsh|Daryl Hannah|Keith Carradine|Moira Kelly|Vincent Spano|Julia Devin ^Wesley Strick 
201^Three Wishes (1995)^While Jane Holman (Mastrantonio) is driving with her two sons, she accidentally runs into a drifter, Jack McCloud (Swayze), who breaks his leg. Being responsible, Jane invites Jack, and his dog, to stay at her home until his leg has healed. Jack struggles to adapt their lifestyle, and finds himself loved by the family. He starts teaching baseball to Tom, who misses his father, who was lost in the Korean war. Jack and Tom develop a strong bond of friendship. Meanwhile, Gunny believes that there is more to Jack and Betty Jane than meets the eye... We learn that Jack, is Jack McCloud, a Star White Socks baseball player in 1941, who dropped out of the league, after his first season, and; 'was never heard from again' ... A wonderful story. We witness magic between a boy's imagination, and Jack's dog, and are never sure if we are witnessing imagination or magic by the dog. A story of friendship, family, and learning that life isn't always as cut and dried as we often believe.^115 minutes^September 26, 2000^1995^English ^Drama|Fantasy ^Patrick Swayze|Mary Elizabeth Mastrantonio|Joseph Mazzello|David Marshall Grant|Jay O. Sanders|Michael O'Keefe|John Diehl|Diane Venora|Brock Pierce|David Hart|Scott Patterson|Michael Laskin|Annabelle Gurwitch|Moira Harris|Neal McDonough|Bill Mumy|Colleen Camp|Garette Ratliff Henson|Michael Wong|Patrick Swayze|Mary Elizabeth Mastrantonio|Joseph Mazzello|David Marshall Grant|Jay O. Sanders ^Martha Coolidge 
202^Total Eclipse (1995)^Young, wild poet Arthur Rimbaud and his mentor Paul Verlaine engage in a fierce, forbidden romance while feeling the effects of a hellish artistic lifestyle.^111 minutes^December 21, 1999^1995^English ^Drama|Romance ^Leonardo DiCaprio|David Thewlis|Romane Bohringer|Dominique Blanc|Nita Klein|Felicie Pasotti Cabarbaye|James Thiérrée|Emmanuelle Oppo|Christopher Hampton|Denise Chalem|Andrzej Seweryn|Christopher Thompson|Bruce Van Barthold|Christopher Chaplin|Mathias Jung|Kettly Noel|Cheb Han|Leonardo DiCaprio|David Thewlis|Romane Bohringer|Dominique Blanc|Nita Klein ^Agnieszka Holland 
203^To Wong Foo, Thanks for Everything! Julie Newmar (1995)^Three New York drag queens on their way to Hollywood for a beauty pageant get stranded in a small Midwestern town for the entire weekend when their car breaks down. While waiting for parts for their Cadillac convertible, the flamboyant trio shows the local homophobic rednecks that appearing different doesn't mean they don't have humanity in common.^105 minutes^January 7, 2003^1995^English|Español ^Comedy ^Patrick Swayze|Wesley Snipes|John Leguizamo|Stockard Channing|Jason London|RuPaul|Robin Williams|Alice Drummond|Blythe Danner|Arliss Howard|Chris Penn|Melinda Dillon|Beth Grant|Michael Vartan|Patrick Swayze|Wesley Snipes|John Leguizamo|Stockard Channing|Jason London ^Beeban Kidron 
204^Under Siege 2: Dark Territory (1995)^A passenger train has been hijacked by an electronics expert and turned into an untraceable command center for a weapons satellite. He has planned to blow up Washington DC and only one man can stop him, former Navy SEAL Casey Ryback.^100 minutes^December 17, 1997^1995^English ^Action ^Steven Seagal|Eric Bogosian|Everett McGill|Katherine Heigl|Morris Chestnut|Peter Greene|Patrick Kilpatrick|Scott Sowers|Afifi Alaouie|Andy Romano|Brenda Bakke|Sandra Taylor|Steven Seagal|Eric Bogosian|Everett McGill|Katherine Heigl|Morris Chestnut ^Geoff Murphy 
205^Unstrung Heroes (1995)^Steven Lidz, unhappy with his home life since his mother got sick, goes and lives with his two crazy Uncles. There he changes and gets closer to his Uncles, but his parents want him home even though he is finally happy and popular. Written by Todd Weiser^93 minutes^June 3, 2003^1995^English ^Comedy|Drama ^Andie MacDowell|John Turturro|Michael Richards|Nathan Watt|Maury Chaykin ^Diane Keaton 
206^Unzipped (1995)^Using a variety of cinematographic techniques, the world of high- profile fashion designer Issac Mizrahi is portrayed as being driven by excitement and creativity, despite the concomitant chaos and cacophony. Mizrahi's frenzied genius and rollercoaster emotions paint a humorous and personal portrait of a brilliant designer. Famous 'SuperModels', actors, and actresses populate Issac's rarified world, but Douglas Keeve's cameras capture the stress and turbulence beneath the placid coolness of glamour. Written by Tad Dibbern^73 minutes^January 13, 2004^1995^English ^Documentary ^Sandra Bernhard|Isaac Mizrahi|Naomi Campbell|John Galliano|Kate Moss|Linda Evangelista|Cindy Crawford|Sandra Bernhard|Isaac Mizrahi|Naomi Campbell|John Galliano|Kate Moss ^Douglas Keeve 
207^Walk in the Clouds, A (1995)^World War II vet Paul Sutton falls for a pregnant and unwed woman who persuades him -- during their first encounter -- to pose as her husband so she can face her family.^103 minutes^January 9, 2001^1995^English ^Drama|Romance ^Keanu Reeves|Aitana Sánchez-Gijón|Anthony Quinn|Angélica Aragón|Evangelina Elizondo|Debra Messing|Giancarlo Giannini|Freddy Rodríguez|Keanu Reeves|Aitana Sánchez-Gijón|Anthony Quinn|Angélica Aragón|Evangelina Elizondo ^Alfonso Aráu 
208^Waterworld (1995)^In a futuristic world where the polar ice caps have melted and made Earth a liquid planet, a beautiful barmaid rescues a mutant seafarer from a floating island prison. They escape, along with her young charge, Enola, and sail off aboard his ship. But the trio soon becomes the target of a menacing pirate who covets the map to 'Dryland' – which is tattooed on Enola's back.^135 minutes^January 12, 1998^1995^English|Deutsch|Español ^Action|Adventure|Sci-Fi ^Kevin Costner|Chaim Girafi|Rick Aviles|R. D. Call|Zitto Kazann|Jeanne Tripplehorn|Dennis Hopper|Jack Black|Zakes Mokae|Jack Kehler|Tina Majorino|Rita Zohar|Gerard Murphy|Michael Jeter|Kim Coates|Kevin Costner|Chaim Girafi|Rick Aviles|R. D. Call|Zitto Kazann ^Kevin Reynolds 
209^White Man's Burden (1995)^The story takes place in alternative America where the blacks are members of social elite, and whites are inhabitants of inner city ghettos. Louis Pinnock is a white worker in a chocolate factory, loving husband and father of two children. While delivering a package for black CEO Thaddeus Thomas, he is mistaken for a voyeur and, as a result, loses his job, gets beaten by black cops and his family gets evicted from their home. Desperate Pinnock takes a gun and kidnaps Thomas, demanding justice.^89 minutes^May 11, 1999^1995^English ^Drama ^John Travolta|Harry Belafonte|Kelly Lynch|Margaret Avery|Tom Bower ^Desmond Nakano 
211^Browning Version, The (1994)^Andrew Crocker-Harris is an embittered and disliked teacher of Greek and Latin at a British prep school. After nearly 20 years of service, he is being forced to retire on the pretext of his health, and perhaps may not even be given a pension. The boys regard him as a Hitler, with some justification. His wife Laura is unfaithful, and lives to wound him any way she can. Andrew must come to terms with his failed life and regain at least his own self-respect.^97 minutes^October 14, 2003^1994^English ^Drama ^Albert Finney|Greta Scacchi|Matthew Modine|Julian Sands|Michael Gambon|Jim Sturgess|Ben Silverstone|Maryam d'Abo|Bruce Myers|Joe Beattie|Oliver Milburn|George Harris|Albert Finney|Greta Scacchi|Matthew Modine|Julian Sands|Michael Gambon ^Mike Figgis 
213^Burnt by the Sun (Utomlyonnye solntsem) (1994)^Russia, 1936: revolutionary hero Colonel Kotov is spending an idyllic summer in his dacha with his young wife and six-year-old daughter Nadia and other assorted family and friends. Things change dramatically with the unheralded arrival of Cousin Dmitri from Moscow, who charms the women and little Nadia with his games and pianistic bravura. But Kotov isn't fooled: this is the time of Stalin's repression, with telephone calls in the middle of the night spelling doom - and he knows that Dmitri isn't paying a social call...^135 minutes^July 15, 2003^1994^Pусский ^Drama ^Nikita Mikhalkov|Oleg Menshikov|Ingeborga Dapkunaite|Vyacheslav Tikhonov|Nadezhda Mikhalkova|André Oumansky|Nikita Mikhalkov|Oleg Menshikov|Ingeborga Dapkunaite|Vyacheslav Tikhonov|Nadezhda Mikhalkova ^Nikita Mikhalkov 
214^Before the Rain (Pred dozhdot) (1994)^The circularity of violence seen in a story that circles on itself. In Macedonia, during war in Bosnia, Christians hunt an ethnic Albanian girl who may have murdered one of their own. A young monk who's taken a vow of silence offers her protection. In London, a photographic editor who's pregnant needs to talk it out with her estranged husband and chooses a toney restaurant.^113 minutes^June 24, 2008^1994^shqip|English ^Drama|War ^Katrin Cartlidge|Rade Serbedzija|Grégoire Colin|Labina Mitevska|Phyllida Law|Silvija Stojanovska|Jay Villiers|Josif Josifovski|Kiril Ristoski|Petar Mirčevski|Ilko Stefanovski|Katerina Kocevska|Abdurrahman Shala|Vladimir Jacev|Peter Needham|Rod Woodruff|Aleksandar Mikić|Meto Jovanovski|Mladen Krstevski|Džemail Maksut|Milica Stojanova|Kiril Psaltirov|Blagoja Spirkovski-Džumerko|Atila Klince|Gabrielle Hamilton|Daniel Newman|Katrin Cartlidge|Rade Serbedzija|Grégoire Colin|Labina Mitevska|Phyllida Law ^Milčo Mančevski 
215^Before Sunrise (1995)^A dialogue marathon of a film, this fairytale love story of an American boy and French girl. During a day and a night together in Vienna their two hearts collide.^105 minutes^November 30, 1999^1995^English|Deutsch|Français ^Drama|Romance ^Ethan Hawke|Julie Delpy|Andrea Eckert|Hanno Pöschl|Karl Bruckschwaiger|Tex Rubinowitz|Erni Mangold|Dominik Castell|Haymon Maria Buttinger|Harold Waiglein|Bilge Jeschim|Kurti|Hans Weingartner|Liese Lyon|Peter Ily Huemer|Otto Reiter|Hubert Fabian Kulterer|Branko Andric|Constanze Schweiger|John Sloss|Alexandra Seibel|Georg Schöllhammer|Christian Ankowitsch|Wilbirg Reiter|Barbara Klebel|Wolfgang Staribacher|Wolfgang Glüxam|Ethan Hawke|Julie Delpy|Andrea Eckert|Hanno Pöschl|Karl Bruckschwaiger ^Richard Linklater 
216^Billy Madison (1995)^Billy Madison is the 27 year-old son of Bryan Madison, a very rich man who has made his living in the hotel industry. Billy stands to inherit his father's empire but only if he can make it through all 12 grades, 2 weeks per grade, to prove that he has what it takes to run the family business.^89 minutes^August 23, 2005^1995^Français|Español|English ^Comedy ^Adam Sandler|Darren McGavin|Bridgette Wilson|Bradley Whitford|Josh Mostel|Norm Macdonald|Mark Beltzman|Larry Hankin|Theresa Merritt|Dina Platias|Hrant Alianak|Vincent Marino|Christopher Kelk|Marc Donato|Chris Farley|Steve Buscemi|Joyce Gordon|Adam Sandler|Darren McGavin|Bridgette Wilson|Bradley Whitford|Josh Mostel ^Tamra Davis 
217^Babysitter, The (1995)^Jennifer (Alicia Silverstone) is a lovely teen who has been hired to baby-sit the kids of Harry Tucker (J.T. Walsh) and his wife, Dolly (Lee Garlington). The Tuckers go to a party and proceed to get inebriated, with Mr. Tucker fantasizing about his beautiful baby sitter. Meanwhile, Jack (Jeremy London), her boyfriend, and Mark (Nicky Katt), another guy interested in her, decide to spy on Jennifer at the Tucker house, with each young man also fixated on her.^90 minutes^March 26, 2002^1995^English ^Drama|Thriller ^Alicia Silverstone|Jeremy London|J. T. Walsh|Nicky Katt|Lee Garlington|George Segal|Ryan Slater|Lois Chiles|Alicia Silverstone|Jeremy London|J. T. Walsh|Nicky Katt|Lee Garlington ^Guy Ferland 
218^Boys on the Side (1995)^After breaking up with her girlfriend, a nightclub singer, Jane, answers a personal ad from Robin, a real estate agent with AIDS, seeking a cross-country travel partner. On their journey from New York City to Los Angeles, the two stop by Pittsburgh to pick up Robin's friend Holly, who is trying to escape an abusive relationship. With three distinct personalities, the women must overcome their differences to help one another.^115 minutes^April 27, 1999^1995^English ^Comedy|Drama ^Whoopi Goldberg|Mary-Louise Parker|Drew Barrymore|Matthew McConaughey|James Remar|Billy Wirth|Whoopi Goldberg|Mary-Louise Parker|Drew Barrymore|Matthew McConaughey|James Remar ^Herbert Ross 
219^Cure, The (1995)^Dexter, age 11, who has AIDS, and his next door neighbor Eric, a little older and much bigger, become best friends. Eric also becomes closer to Dexter's mother than to his own, who is neglectful and bigoted and violently forbids their friendship upon learning of it. Dexter and Erik start the journey to find 'The Cure' they had read about in the local newspaper.^97 minutes^November 23, 2004^1995^English ^Drama ^Brad Renfro|Joseph Mazzello|Annabella Sciorra|Nicky Katt|Diana Scarwid|Aeryk Egan|Peter Moore|Brad Renfro|Joseph Mazzello|Annabella Sciorra|Nicky Katt|Diana Scarwid ^Peter Horton 
220^Castle Freak (1995)^John has inherited a castle and Italy and he moves there with his wife Susan and their blind daughter Rebecca. What they don't realize is that there is somebody else in the castle. An abused child left to die in the basement who has now become the castle freak and is out to wreak havoc.^95 minutes^December 16, 1997^1995^English|Italiano|svenska ^Horror ^Jeffrey Combs|Barbara Crampton|Jonathan Fuller|Jessica Dollarhide|Massimo Sarchielli|Elisabeth Kaza|Luca Zingaretti|Helen Stirling|Alessandro Sebastian Satta|Raffaella Offidani|Marco Stefanelli|Tunny Piras|Jeffrey Combs|Barbara Crampton|Jonathan Fuller|Jessica Dollarhide|Massimo Sarchielli ^Stuart Gordon 
222^Circle of Friends (1995)^'Circle Of Friends' is set in 1950's Ireland. The movie focuses on Benny Hogan and her best friend, Eve Malone. The story centers around Benny and Eve as they enter student life at University College, Dublin. Here Benny and Eve reunite with their childhood friend, the ice-cool Nan Mahon, the 'college belle'. They also encounter the handsome and charming Jack Foley, whom Benny quickly falls for.^103 minutes^March 31, 1998^1995^English ^Drama|Romance ^Chris O'Donnell|Minnie Driver|Geraldine O'Rawe|Saffron Burrows|Alan Cumming|Colin Firth|Aidan Gillen|John Kavanagh|Ciarán Hinds|Tony Doyle|Chris O'Donnell|Minnie Driver|Geraldine O'Rawe|Saffron Burrows|Alan Cumming ^Pat O'Connor 
223^Clerks (1994)^Convenience and video store clerks Dante and Randal are sharp-witted, potty-mouthed and bored out of their minds. So in between needling customers, the counter jockeys play hockey on the roof, visit a funeral home and deal with their love lives.^92 minutes^June 29, 1999^1994^English ^Comedy ^Brian O'Halloran|Jeff Anderson|Jason Mewes|Kevin Smith|Lisa Spoonhauer|Marilyn Ghigliotti|Scott Mosier|Walt Flanagan|Scott Schiaffo|David Klein|Ed Hapstak|Pattijean Csik|John Henry Westhead|Kimberly Loughran|Grace Smith|Brian O'Halloran|Jeff Anderson|Jason Mewes|Kevin Smith|Lisa Spoonhauer ^Kevin Smith 
224^Don Juan DeMarco (1995)^John Arnold DeMarco is a man who believes he is Don Juan, the greatest lover in the world. Clad in a cape and mask, DeMarco undergoes psychiatric treatment with Dr. Jack Mickler to cure him of his apparent delusion. But the psychiatric sessions have an unexpected effect on the psychiatric staff and, most profoundly, Dr Mickler, who rekindles the romance in his complacent marriage.^97 minutes^February 24, 1998^1994^English ^Comedy|Drama|Romance ^Johnny Depp|Marlon Brando|Faye Dunaway|Géraldine Pailhas|Bob Dishy|Rachel Ticotin|Talisa Soto|Stephen Singer|Jo Champa|Marita Geraghty|Richard C. Sarafian|Tresa Hughes|Carmen Argenziano|Johnny Depp|Marlon Brando|Faye Dunaway|Géraldine Pailhas|Bob Dishy ^Jeremy Leven 
225^Disclosure (1994)^A computer specialist is sued for sexual harassment by a former lover turned boss who initiated the act forcefully, which threatens both his career and his personal life.^123 minutes^August 22, 1997^1994^English ^Drama|Thriller ^Michael Douglas|Demi Moore|Donald Sutherland|Dylan Baker|Jacqueline Kim|Roma Maffia|Caroline Goodall|Rosemary Forsyth|Dennis Miller|Suzie Plakson|Nicholas Sadler|Donal Logue|Michael Douglas|Demi Moore|Donald Sutherland|Dylan Baker|Jacqueline Kim ^Barry Levinson 
